format=1 tracks=19 division=96

BA    1   CR         0   TR  0   CH 16   Tempo 120
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "TECHBASS #2 (MIDI)"
BA   28   CR       1/2   TR  9   CH 11   NT  G-          47/96   voff=99
BA   28   CR       1/2   TR 10   CH 12   NT  G-          47/96   voff=99
BA   28   CR       1/2   TR 13   CH 10   NT  C--         23/96   von=95   voff=95
BA   28   CR       3/4   TR 13   CH 10   NT  C--         23/96   von=94   voff=94
BA   28   CR         1   TR  9   CH 11   NT  G-          47/96   voff=99
BA   28   CR         1   TR 10   CH 12   NT  G-          47/96   voff=99
BA   28   CR         1   TR 15   CH 10   NT  D--         23/96   von=96   voff=96
BA   28   CR     1+1/2   TR  9   CH 11   NT  G-          47/96   voff=99
BA   28   CR     1+1/2   TR 10   CH 12   NT  G-          47/96   voff=99
BA   28   CR     1+3/4   TR 15   CH 10   NT  D--         23/96   von=95   voff=95
BA   28   CR         2   TR  7   CH  7   NT  C'          47/96   voff=99
BA   28   CR         2   TR  9   CH 11   NT  G-          47/96   voff=99
BA   28   CR         2   TR 10   CH 12   NT  G-          47/96   voff=99
BA   28   CR     2+1/4   TR 13   CH 10   NT  C--         23/96   von=97   voff=97
BA   28   CR     2+1/4   TR 15   CH 10   NT  D--         23/96   voff=95
BA   28   CR     2+1/2   TR  9   CH 11   NT  G-          47/96   voff=99
BA   28   CR     2+1/2   TR 10   CH 12   NT  G-          47/96   voff=99
BA   28   CR     2+3/4   TR 13   CH 10   NT  C--         23/96   von=94   voff=94
BA   28   CR         3   TR  7   CH  7   NT  A           47/96   voff=99
BA   28   CR         3   TR  9   CH 11   NT  G-          47/96   voff=99
BA   28   CR         3   TR 10   CH 12   NT  G-          47/96   voff=99
BA   28   CR         3   TR 15   CH 10   NT  D--         23/96   voff=95
BA   28   CR     3+1/4   TR 13   CH 10   NT  C--         23/96   von=95   voff=95
BA   28   CR     3+1/2   TR  9   CH 11   NT  G-          47/96   voff=99
BA   28   CR     3+1/2   TR 10   CH 12   NT  G-          47/96   voff=99
BA   28   CR     3+1/2   TR 13   CH 10   NT  C--         23/96   voff=95
BA   28   CR     3+1/2   TR 15   CH 10   NT  D--         23/96   voff=95

BA   29   CR         0   TR  7   CH  7   NT  Eb          47/96   voff=99
BA   29   CR         0   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   29   CR         0   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   29   CR         0   TR 11   CH 13   NT  Eb--      7+47/96   voff=99
BA   29   CR         0   TR 11   CH 13   NT  Eb-       7+47/96   voff=99
BA   29   CR         0   TR 12   CH 14   NT  Eb--      7+47/96   voff=99
BA   29   CR         0   TR 12   CH 14   NT  Eb-       7+47/96   voff=99
BA   29   CR         0   TR 13   CH 10   NT  C--         23/96   von=96   voff=96
BA   29   CR       1/2   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   29   CR       1/2   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   29   CR       1/2   TR 13   CH 10   NT  C--         23/96   von=95   voff=95
BA   29   CR       3/4   TR 13   CH 10   NT  C--         23/96   von=94   voff=94
BA   29   CR         1   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   29   CR         1   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   29   CR         1   TR 15   CH 10   NT  D--         23/96   von=96   voff=96
BA   29   CR     1+1/2   TR  7   CH  7   NT  Bb          47/96   voff=99
BA   29   CR     1+1/2   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   29   CR     1+1/2   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   29   CR     1+3/4   TR 15   CH 10   NT  D--         23/96   von=95   voff=95
BA   29   CR         2   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   29   CR         2   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   29   CR     2+1/4   TR 13   CH 10   NT  C--         23/96   von=97   voff=97
BA   29   CR     2+1/4   TR 15   CH 10   NT  D--         23/96   voff=95
BA   29   CR     2+1/2   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   29   CR     2+1/2   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   29   CR     2+3/4   TR 13   CH 10   NT  C--         23/96   von=94   voff=94
BA   29   CR         3   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   29   CR         3   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   29   CR         3   TR 15   CH 10   NT  D--         23/96   voff=95
BA   29   CR     3+1/4   TR 13   CH 10   NT  C--         23/96   von=95   voff=95
BA   29   CR     3+1/2   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   29   CR     3+1/2   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   29   CR     3+1/2   TR 13   CH 10   NT  C--         23/96   voff=95

BA   30   CR         0   TR  7   CH  7   NT  Bb          47/96   voff=99
BA   30   CR         0   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   30   CR         0   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   30   CR         0   TR 13   CH 10   NT  C--         23/96   von=96   voff=96
BA   30   CR       1/2   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   30   CR       1/2   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   30   CR       1/2   TR 13   CH 10   NT  C--         23/96   von=95   voff=95
BA   30   CR       3/4   TR 13   CH 10   NT  C--         23/96   von=94   voff=94
BA   30   CR         1   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   30   CR         1   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   30   CR         1   TR 15   CH 10   NT  D--         23/96   von=96   voff=96
BA   30   CR     1+1/2   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   30   CR     1+1/2   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   30   CR     1+3/4   TR 15   CH 10   NT  D--         23/96   von=95   voff=95
BA   30   CR         2   TR  7   CH  7   NT  Eb          47/96   voff=99
BA   30   CR         2   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   30   CR         2   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   30   CR     2+1/4   TR 13   CH 10   NT  C--         23/96   von=97   voff=97
BA   30   CR     2+1/4   TR 15   CH 10   NT  D--         23/96   voff=95
BA   30   CR     2+1/2   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   30   CR     2+1/2   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   30   CR     2+3/4   TR 13   CH 10   NT  C--         23/96   von=94   voff=94
BA   30   CR         3   TR  9   CH 11   NT  F-          47/96   voff=99
BA   30   CR         3   TR 10   CH 12   NT  F-          47/96   voff=99
BA   30   CR         3   TR 15   CH 10   NT  D--         23/96   voff=95
BA   30   CR     3+1/4   TR 13   CH 10   NT  C--         23/96   von=95   voff=95
BA   30   CR     3+1/2   TR  9   CH 11   NT  F-          47/96   voff=99
BA   30   CR     3+1/2   TR 10   CH 12   NT  F-          47/96   voff=99
BA   30   CR     3+1/2   TR 11   CH 13   NT  F--         47/96   voff=99
BA   30   CR     3+1/2   TR 11   CH 13   NT  F-          47/96   voff=99
BA   30   CR     3+1/2   TR 12   CH 14   NT  F--         47/96   voff=99
BA   30   CR     3+1/2   TR 12   CH 14   NT  F-          47/96   voff=99
BA   30   CR     3+1/2   TR 13   CH 10   NT  C--         23/96   voff=95
BA   30   CR     3+1/2   TR 15   CH 10   NT  D--         23/96   voff=95

BA   31   CR         0   TR  1   CH  1   NT  Eb'''       47/96   voff=99
BA   31   CR         0   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA   31   CR         0   TR  9   CH 11   NT  G-          47/96   voff=99
BA   31   CR         0   TR 10   CH 12   NT  G-          47/96   voff=99
BA   31   CR         0   TR 11   CH 13   NT  G--       7+95/96   voff=99
BA   31   CR         0   TR 11   CH 13   NT  G-        7+95/96   voff=99
BA   31   CR         0   TR 12   CH 14   NT  G--       7+95/96   voff=99
BA   31   CR         0   TR 12   CH 14   NT  G-        7+95/96   voff=99
BA   31   CR         0   TR 13   CH 10   NT  C--         23/96   von=96   voff=96
BA   31   CR       1/4   TR  1   CH  1   NT  D'''        47/96   voff=99
BA   31   CR       1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA   31   CR       1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   31   CR       1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   31   CR       1/2   TR  9   CH 11   NT  G-          47/96   voff=99
BA   31   CR       1/2   TR 10   CH 12   NT  G-          47/96   voff=99
BA   31   CR       1/2   TR 13   CH 10   NT  C--         23/96   von=95   voff=95
BA   31   CR       3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   31   CR       3/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   31   CR       3/4   TR 13   CH 10   NT  C--         23/96   von=94   voff=94
BA   31   CR         1   TR  1   CH  1   NT  A'          47/96   voff=99
BA   31   CR         1   TR  1   CH  1   NT  A''         47/96   voff=99
BA   31   CR         1   TR  9   CH 11   NT  G-          47/96   voff=99
BA   31   CR         1   TR 10   CH 12   NT  G-          47/96   voff=99
BA   31   CR         1   TR 15   CH 10   NT  D--         23/96   von=96   voff=96
BA   31   CR     1+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   31   CR     1+1/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   31   CR     1+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   31   CR     1+1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   31   CR     1+1/2   TR  9   CH 11   NT  G-          47/96   voff=99
BA   31   CR     1+1/2   TR 10   CH 12   NT  G-          47/96   voff=99
BA   31   CR     1+3/4   TR  1   CH  1   NT  A'          47/96   voff=99
BA   31   CR     1+3/4   TR  1   CH  1   NT  A''         47/96   voff=99
BA   31   CR     1+3/4   TR 15   CH 10   NT  D--         23/96   von=95   voff=95
BA   31   CR         2   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA   31   CR         2   TR  1   CH  1   NT  Eb'''       47/96   voff=99
BA   31   CR         2   TR  9   CH 11   NT  G-          47/96   voff=99
BA   31   CR         2   TR 10   CH 12   NT  G-          47/96   voff=99
BA   31   CR     2+1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA   31   CR     2+1/4   TR  1   CH  1   NT  D'''        47/96   voff=99
BA   31   CR     2+1/4   TR 13   CH 10   NT  C--         23/96   von=97   voff=97
BA   31   CR     2+1/4   TR 15   CH 10   NT  D--         23/96   voff=95
BA   31   CR     2+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   31   CR     2+1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   31   CR     2+1/2   TR  9   CH 11   NT  G-          47/96   voff=99
BA   31   CR     2+1/2   TR 10   CH 12   NT  G-          47/96   voff=99
BA   31   CR     2+3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   31   CR     2+3/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   31   CR     2+3/4   TR 13   CH 10   NT  C--         23/96   von=94   voff=94
BA   31   CR         3   TR  1   CH  1   NT  A'          47/96   voff=99
BA   31   CR         3   TR  1   CH  1   NT  A''         47/96   voff=99
BA   31   CR         3   TR  9   CH 11   NT  G-          47/96   voff=99
BA   31   CR         3   TR 10   CH 12   NT  G-          47/96   voff=99
BA   31   CR         3   TR 15   CH 10   NT  D--         23/96   voff=95
BA   31   CR     3+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   31   CR     3+1/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   31   CR     3+1/4   TR 13   CH 10   NT  C--         23/96   von=95   voff=95
BA   31   CR     3+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   31   CR     3+1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   31   CR     3+1/2   TR  9   CH 11   NT  G-          47/96   voff=99
BA   31   CR     3+1/2   TR 10   CH 12   NT  G-          47/96   voff=99
BA   31   CR     3+1/2   TR 13   CH 10   NT  C--         23/96   voff=95
BA   31   CR     3+3/4   TR  1   CH  1   NT  A'          47/96   voff=99
BA   31   CR     3+3/4   TR  1   CH  1   NT  A''         47/96   voff=99

BA   32   CR         0   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA   32   CR         0   TR  1   CH  1   NT  Eb'''       47/96   voff=99
BA   32   CR         0   TR  9   CH 11   NT  G-          47/96   voff=99
BA   32   CR         0   TR 10   CH 12   NT  G-          47/96   voff=99
BA   32   CR         0   TR 13   CH 10   NT  C--         23/96   von=96   voff=96
BA   32   CR       1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA   32   CR       1/4   TR  1   CH  1   NT  D'''        47/96   voff=99
BA   32   CR       1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   32   CR       1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   32   CR       1/2   TR  9   CH 11   NT  G-          47/96   voff=99
BA   32   CR       1/2   TR 10   CH 12   NT  G-          47/96   voff=99
BA   32   CR       1/2   TR 13   CH 10   NT  C--         23/96   von=95   voff=95
BA   32   CR       3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   32   CR       3/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   32   CR       3/4   TR 13   CH 10   NT  C--         23/96   von=94   voff=94
BA   32   CR         1   TR  1   CH  1   NT  A'          47/96   voff=99
BA   32   CR         1   TR  1   CH  1   NT  A''         47/96   voff=99
BA   32   CR         1   TR  9   CH 11   NT  G-          47/96   voff=99
BA   32   CR         1   TR 10   CH 12   NT  G-          47/96   voff=99
BA   32   CR         1   TR 15   CH 10   NT  D--         23/96   von=96   voff=96
BA   32   CR     1+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   32   CR     1+1/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   32   CR     1+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   32   CR     1+1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   32   CR     1+1/2   TR  9   CH 11   NT  G-          47/96   voff=99
BA   32   CR     1+1/2   TR 10   CH 12   NT  G-          47/96   voff=99
BA   32   CR     1+3/4   TR  1   CH  1   NT  A'          47/96   voff=99
BA   32   CR     1+3/4   TR  1   CH  1   NT  A''         47/96   voff=99
BA   32   CR     1+3/4   TR 15   CH 10   NT  D--         23/96   von=95   voff=95
BA   32   CR         2   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA   32   CR         2   TR  1   CH  1   NT  Eb'''       47/96   voff=99
BA   32   CR         2   TR  9   CH 11   NT  G-          47/96   voff=99
BA   32   CR         2   TR 10   CH 12   NT  G-          47/96   voff=99
BA   32   CR     2+1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA   32   CR     2+1/4   TR  1   CH  1   NT  D'''        47/96   voff=99
BA   32   CR     2+1/4   TR 13   CH 10   NT  C--         23/96   von=97   voff=97
BA   32   CR     2+1/4   TR 15   CH 10   NT  D--         23/96   voff=95
BA   32   CR     2+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   32   CR     2+1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   32   CR     2+1/2   TR  9   CH 11   NT  G-          47/96   voff=99
BA   32   CR     2+1/2   TR 10   CH 12   NT  G-          47/96   voff=99
BA   32   CR     2+3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   32   CR     2+3/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   32   CR     2+3/4   TR 13   CH 10   NT  C--         23/96   von=94   voff=94
BA   32   CR         3   TR  1   CH  1   NT  A'          47/96   voff=99
BA   32   CR         3   TR  1   CH  1   NT  A''         47/96   voff=99
BA   32   CR         3   TR  9   CH 11   NT  G-          47/96   voff=99
BA   32   CR         3   TR 10   CH 12   NT  G-          47/96   voff=99
BA   32   CR         3   TR 15   CH 10   NT  D--         23/96   voff=95
BA   32   CR     3+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   32   CR     3+1/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   32   CR     3+1/4   TR 13   CH 10   NT  C--         23/96   von=95   voff=95
BA   32   CR     3+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   32   CR     3+1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   32   CR     3+1/2   TR  9   CH 11   NT  G-          47/96   voff=99
BA   32   CR     3+1/2   TR 10   CH 12   NT  G-          47/96   voff=99
BA   32   CR     3+1/2   TR 13   CH 10   NT  C--         23/96   voff=95
BA   32   CR     3+1/2   TR 15   CH 10   NT  D--         23/96   voff=95
BA   32   CR     3+3/4   TR  1   CH  1   NT  A'          23/96   voff=99
BA   32   CR     3+3/4   TR  1   CH  1   NT  A''         23/96   voff=99

BA   33   CR         0   TR  1   CH  1   NT  Eb'''       47/96   voff=99
BA   33   CR         0   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA   33   CR         0   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   33   CR         0   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   33   CR         0   TR 11   CH 13   NT  Eb--      7+47/96   voff=99
BA   33   CR         0   TR 11   CH 13   NT  Eb-       7+47/96   voff=99
BA   33   CR         0   TR 12   CH 14   NT  Eb--      7+47/96   voff=99
BA   33   CR         0   TR 12   CH 14   NT  Eb-       7+47/96   voff=99
BA   33   CR         0   TR 13   CH 10   NT  C--         23/96   von=96   voff=96
BA   33   CR       1/4   TR  1   CH  1   NT  D'''        47/96   voff=99
BA   33   CR       1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA   33   CR       1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   33   CR       1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   33   CR       1/2   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   33   CR       1/2   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   33   CR       1/2   TR 13   CH 10   NT  C--         23/96   von=95   voff=95
BA   33   CR       3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   33   CR       3/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   33   CR       3/4   TR 13   CH 10   NT  C--         23/96   von=94   voff=94
BA   33   CR         1   TR  1   CH  1   NT  A'          47/96   voff=99
BA   33   CR         1   TR  1   CH  1   NT  A''         47/96   voff=99
BA   33   CR         1   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   33   CR         1   TR 10   CH 12   NT  Eb-         47/96   voff=99
BA   33   CR         1   TR 15   CH 10   NT  D--         23/96   von=96   voff=96
BA   33   CR     1+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA   33   CR     1+1/4   TR  1   CH  1   NT  Bb''        47/96   voff=99
BA   33   CR     1+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA   33   CR     1+1/2   TR  1   CH  1   NT  C'''        47/96   voff=99
BA   33   CR     1+1/2   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA   33   CR     1+1/2   TR 10   CH 12   NT  Eb-         47/96   voff=99
